idAdress;No voie;Type de voie;Voie;idCommune
5065;9005;IMP;ABEL BRUNYER;699
5066;30;RTE;DE BAGNOLS;710
5067;83;RUE;DES LARDIERES;709
5068;5680;RTE;DE LA BAUME;711
5069;3;RUE;DU PUITS DE LA CALADE;712
5070;22;AV;DE MALAUCENE;708
5071;12;RUE;DES POETES;704
5072;9011;;GREZAC;699
5073;36;RUE;BARBES;703
5074;5;RUE;DE PROVENCE;713
5075;34;CHE;DU MOULIN A VENT;714
5076;2;RUE;DES CAPUCINS;699
5077;3;RUE;ANDRE MALRAUX;699
5078;7;IMP;LAENNEC;704
5079;1;AV;JEAN JAURES;699
5080;2;PL;DU SABOTIER;699
5081;17;RUE;LABRACAT;713
5082;14;PL;JULES FERRY;701
5083;3;AV;MOISE CHARAS;699
5084;12;AV;KENNEDY;712
5085;5464;CHE;DE LA SABATIERE;715
5086;2;CHE;DES EGLANTINES;712
5087;26;AV;DE LA REPUBLIQUE;706
5088;2;IMP;ALBERT ROUX;699
5089;9017;AV;DES COSTIERES;713
5090;5106;RUE;COURTE;716
5091;30;RUE;DU TEMPLE;713
5092;1;GR;GRAND RUE;717
5093;25;RUE;DE LA PAROISSE;712
5094;1;RUE;JEAN RACINE;712
5095;61;AV;DE L EUROPE;718
5096;1;AV;DU DOCTEUR PAUL GACHE;704
5097;94;RUE;DU TRIDENT;702
5098;5;RUE;DE BARONCELLI JAVON;719
5099;15;RUE;DE LA REPUBLIQUE;699
5100;5804;CHE;DU VIGUERAUD;720
5101;15;AV;DE L EUROPE;718
5102;50;RUE;DE LA REPUBLIQUE;718
5103;6670;RUE;DE LA TRAMONTANE;709
5104;15;AV;DE LA CAMARGUE;706
5105;9001;RUE;DE GIVORS;712
5106;1;AV;PIERRE MENDES FRANCE;721
5107;3;PLAN;SAINT ETIENNE;699
5108;19;PL;AUX HERBES;699
5109;2;AV;MARECHAL FOCH;699
5110;9;AV;JEAN JAURES;699
5111;1455;CHE;DE LAGARAUD;718
5112;5;RUE;DU 8 MAI 1945;722
5113;26;AV;DE MALAUCENE;708
5114;145;QUAI;DE BILINA;723
5115;5081;;LES CALLADES;724
5116;6;PL;DU MARCHE;725
5117;613;CHE;DE CITE STE MARIE;723
5118;6;RUE;EMILE ZOLA;726
5119;5040;;L EGLISE;727
5120;21;BD;VICTOR HUGO;723
5121;63;RUE;DE LA REPUBLIQUE;726
5122;5;RUE;ANATOLE FRANCE;728
5123;28;RUE;D AVEJAN;723
5124;164;CHE;DE LA POUSARENCO;729
5125;5;PL;DU 8 MAI 1945;729
5126;7;BD;TALABOT;728
5127;1;BD;CHARLES GOUNOD;723
5128;53;RTE;DE REVEL;730
5129;10;BD;PIERRE CURIE;731
5130;2;RUE;DES LOIS;732
5131;230;AV;DE CASTRES;733
5132;5;AV;DU COMMANDANT TAILLANDIER;733
5133;9;RUE;DES VIGNES;734
5134;47;RUE;DU CHANT DU MERLE;730
5135;15;AV;DE LA GARONNETTE;732
5136;31;RUE;MAGRESSOLLES;734
5137;12;RUE;ESCOUSSIERES MONTGAILLARD;732
5138;3;RUE;DES BOUQUETINS;731
5139;15;BD;MONPLAISIR;730
5140;24;RUE;SARAH BERNHARDT;731
5141;6;RUE;DES VIOLETTES;735
5142;13;RUE;SAINT HENRI;732
5143;2;RUE;EDMOND ROSTAND;736
5144;3;CHE;DE LIMAYRAC;733
5145;8;AV;MAURICE HAURIOU;732
5146;9;RUE;PAUL ESTIVAL;731
5147;66;RUE;LOUIS VITET;730
5148;1;RUE;PONS CAPDENIER;733
5149;3;ALL;FORAIN F VERDIER;732
5150;8;BD;D'ARCOLE;732
5151;36;RUE;BOULBONNE;732
5152;12;CHE;DE CHASTEL;737
5153;100;AV;CRAMPEL;730
5154;17;IMP;SIMONE DE BEAUVOIR;731
5155;24;RUE;DES ANGES;731
5156;8;RUE;DARQUIER;732
5157;23;RUE;ROQUELAINE;732
5158;4;RUE;DE L EPERVIER;738
5159;48;RUE;MONPLAISIR;730
5160;11;AV;DU GENERAL DE GAULLE;734
5161;141;RTE;DE FRONTON;739
5162;15;RUE;DE LA PLAINE;740
5163;11;RUE;DES TULIPES;738
5164;5;RUE;MARTYRS DE LIBERATION;730
5165;3;RUE;LEONCE CASTELBOU;732
5166;18;RUE;DU DOCTEUR J ARLAUD;733
5167;135;AV;DE LESPINET;730
5168;30;RUE;ASSALIT;733
5169;70;RUE;ST ROCH;730
5170;64;BD;DES MINIMES;731
5171;18;AV;DE LA COLONNE;733
5172;11;RUE;CLEMENCE ISAURE;732
5173;16;PL;SAINT GEORGES;732
5174;77;CHE;DE LA SALADE PONSAN;730
5175;72;BD;DE STRASBOURG;732
5176;64;RUE;ERNEST RENAN;731
5177;57;AV;DES MINIMES;731
5178;216;RTE;DE NARBONNE;730
5179;6;RUE;PERCHEPINTE;732
5180;37;ALL;DE BRIENNE;732
5181;17;RUE;EDMOND ROSTAND;731
5182;7;RUE;CLAUZEL;733
5183;11;BD;LAZARE CARNOT;732
5184;46;BD;DE SUISSE;731
5185;26;AV;JEAN CHAUBET;733
5186;9;RUE;BOULBONNE;732
5187;26;RUE;CERVANTES;731
5188;10;RUE;PAUL VERLAINE;731
5189;22;CHE;CORDEAU;731
5190;8;RUE;DU GENERAL GIRAUD;731
5191;2;SQ;LUCIEN BERET;731
5192;61;RTE;DE PARIS;739
5193;61;CHE;DE LAFILAIRE;733
5194;41;RUE;PAUL VALERY;731
5195;292;AV;DE FRONTON;731
5196;75;BD;MATABIAU;732
5197;4;BD;DES PLATANES;730
5198;;;CHARLARY;741
5199;12;CHE;DU SEMINAIRE;731
5200;238;AV;JEAN RIEUX;733
5201;49;IMP;DE LA BARAQUETTE;730
5202;9;RUE;CLAUDE GONIN;730
5203;31;RUE;DENFERT ROCHEREAU;732
5204;4;RUE;ANNA POLITKOVSKAIA;731
5205;12;IMP;DU BARON;731
5206;8;RUE;PIERRE SALIES;732
5207;1;RUE;JEAN GOUJON;733
5208;1;RUE;SAINTE CATHERINE;730
5209;2;IMP;PIERRE MAURAND;733
5210;34;RUE;ESTIEU;733
5211;14;ALL;DU BAC;742
5212;14;RUE;DE NAPLES;733
5213;1;ALL;NYMPHEAS;738
5214;36;IMP;ST FELIX;730
5215;37;AV;HONORE SERRES;732
5216;3;RUE;THOMAS EDISON;730
5217;3;RUE;LAFAILLE;732
5218;2;ALL;DES JASMINS;743
5219;12;BD;DE STRASBOURG;732
5220;12;RUE;BROUARDEL;732
5221;50;RUE;DES ROSEAUX;730
5222;2;IMP;DES HORTENSIAS;731
5223;27;CHE;DES BARRIERES;734
5224;45;RUE;DES TOURNEURS;732
5225;7;RUE;GUGLIELMO MARCONI;730
5226;4;RUE;ANTOINE DE GARGAS;733
5227;9;RUE;DES ROSES;733
5228;6;RUE;AUFRERY;733
5229;54;RUE;BAYARD;732
5230;21;RUE;BERNARD MULE;730
5231;47;BD;RIQUET;732
5232;9001;ALL;DE CHARLARY;741
5233;155;CHE;DE LANUSSE;731
5234;4;RUE;DES GALLOIS;730
5235;14;RUE;ANDRE CLAROUS;731
5236;6;RUE;RIMBAUD;744
5237;269;AV;DE FRONTON;731
5238;6;IMP;DE LA BUISSAIE;739
5239;43;RUE;DE L INDUSTRIE;732
5240;18;RUE;LEFRANC DE POMPIGNAN;730
5241;7;RUE;RASPAIL;730
5242;11;RUE;RIQUET;732
5243;28;CHE;DU COIN DE LA MOURE;733
5244;20;RUE;SAINTE ANNE;732
5245;160;RUE;DU FAUBOURG BONNEFOY;733
5246;5;RUE;DE L'ARGONNE;733
5247;1;RES;LES CHAUMES;743
5248;5;AV;DE LA MARCAISSONNE;730
5249;13;RUE;DU PRINTEMPS;732
5250;30;RUE;DES SALENQUES;732
5251;34;RUE;DU PRINTEMPS;732
5252;13;ALL;DES VIOLETTES;743
5253;112;AV;JEAN RIEUX;733
5254;22;RUE;CUJAS;732
5255;46;RUE;DEVIC;730
5256;1;PL;SAINTES SCARBES;732
5257;7;RUE;GEORGES DE BUFFON;736
5258;7;PL;COMMERCIALE JOLIMONT;733
5259;5;RUE;DES POTIERS;732
5260;145;RUE;EDMOND ROSTAND;731
5261;75;RUE;ERNEST RENAN;731
5262;46;CHE;DU BOIS DE SAGET;744
5263;2;RUE;CHARLES D AYGUESVIVES;735
5264;44;RUE;SAINT JOSEPH;730
5265;12;RUE;D'ARCACHON;731
5266;36;AV;LEON BLUM;733
5267;13;RUE;EUGENE LOZES;733
5268;79;RUE;DU FERETRA;730
5269;110;RUE;DU GENERAL BOURBAKI;731
5270;96;CHE;DES FONTANELLES;733
5271;11;RUE;COLUCHE;736
5272;18;RUE;ALEXANDRE FOURTANIER;732
5273;40;PL;DES CARMES;732
5274;39;RUE;DE LA CONCORDE;732
5275;15;BD;LASCROSSES;732
5276;81;RTE;DE PECHBONNIEU;734
5277;68;RUE;ERNEST RENAN;731
5278;96;RUE;DE CHAUSSAS;731
5279;47;CHE;DE PELLEPORT;733
5280;7;RUE;RAYMOND BOULOGNE;733
5281;18;RUE;DES MOULINS;732
5282;11;RUE;DE L INDUSTRIE;732
5283;55;BD;DES MINIMES;731
5284;20;RUE;DES QUETEURS;732
5285;96;RUE;DU GENERAL BOURBAKI;731
5286;4;RUE;DES SOURCES;743
5287;126;CHE;DES BOURDETTES;739
5288;12;RUE;AUGUSTE GRANIER;732
5289;5;RUE;DU PETIT CASTELET;731
5290;89;AV;DE FRONTON;731
5291;214;AV;RAYMOND NAVES;733
5292;75;CHE;DE MALEPERE;730
5293;25;RUE;DU BOSC;740
5294;40;RUE;DU PRINTEMPS;732
5295;9;RUE;DES QUATRE BILLARDS;732
5296;2;RUE;DU MAY;732
5297;32;RUE;DU JAPON;730
5298;7;IMP;ANDRE MARFAING;730
5299;124;CHE;CASTOR;745
5300;49;CHE;DE LA GARONNE;731
5301;5;RUE;MICHEL DE MONTAIGNE;731
5302;35;BD;LAZARE CARNOT;732
5303;2;ALL;ANITA CONTI;743
5304;22;RUE;MAGE;732
5305;3;IMP;CANTEGRIL;739
5306;176;AV;DE LA GLOIRE;733
5307;4;RUE;LEOPOLD SEDAR SENGHOR;743
5308;7;CHE;DU PRAT LONG;731
5309;35;RUE;GABRIEL PERI;732
5310;6;ALL;DU TREZEGAT;734
5311;5;IMP;JEAN DELFOUR;730
5312;27;RUE;JOSEPH HUBERT;736
5313;11;RUE;DES RENFORTS;732
5314;10;RUE;DE CHATEAUDUN;732
5315;34;RUE;DU BOSC;740
5316;2;CHE;DU BARRUS;741
5317;48;RUE;DU TAUR;732
5318;113;CHE;LINIERES;731
5319;1;AV;DE L'ANCIEN VELODROME;732
5320;8;RTE;DE MONS;746
5321;26;AV;LEON BLUM;733
5322;8;RUE;CECILE BRUNSCHVICG;731
5323;31;AV;EMILE DEWOITINE;731
5324;26;RUE;DES CONSULS;747
5325;37;AV;ETIENNE BILLIERES;747
5326;178;RUE;GASTON DOUMERGUE;748
5327;5;ALL;DE PIERREDON;749
5328;6;RTE;DE SAINT SIMON;750
5329;19;RUE;ISAAC NEWTON;751
5330;9;RUE;GEORGES GAY;751
5331;75;RUE;DES ARCS ST CYPRIEN;747
5332;4;IMP;DE LISIEUX;747
5333;31;CHE;VOUET;750
5334;13;ALL;D'ANCELY;747
5335;15;RUE;GUSTAVE FLAUBERT;752
5336;7;ALL;GABRIELLE DE COIGNARD;750
5337;3;AV;HENRI MARTIN;749
5338;16;PL;ROGUET;747
5339;20;CHE;DE MOUNESTIE;753
5340;20;AV;DU GENERAL DE GAULLE;751
5341;36;RUE;DE CEZEROU;754
5342;1;RUE;JAUFRE RUDEL;747
5343;5;IMP;OCTAVE SAGE;750
5344;1;RUE;SAINT JACQUES;755
5345;3;RUE;WOLFGANG MOZART;756
5346;9000;CHE;DE BORDENEUVE;757
5347;12;BD;ALAIN SAVARY;748
5348;815;CHE;DU BUGUET;758
5349;1;RPT;HENRY DUNANT;748
5350;8;RUE;CIMETIERE ST CYPRIEN;747
5351;14;CHE;DU TOURRET;755
5352;11;RUE;METAIRIE FOCH;755
5353;5;RUE;ELLA MAILLART;747
5354;1;ALL;DES CAUSSES;747
5355;10;RUE;BERTHY ALBRECHT;747
5356;1;RUE;VESTREPAIN;750
5357;6;RUE;DE BRUXELLES;750
5358;40;ALL;D'ANCELY;747
5359;34;RUE;DU MEDECIN COL CALBAIRAC;750
5360;21;RUE;DES ROSSIGNOLS;759
5361;1;IMP;TONY PONCET;747
5362;4;RUE;ERNEST DUFER;747
5363;8;RUE;JEAN MOULIN;752
5364;10;CHEM;ANDRE MESSAGER;750
5365;390;RTE;DE SAINT SIMON;750
5366;1;RUE;MIREILLE SORGUE;750
5367;31;RUE;DE GIRONIS;750
5368;19;AV;HENRI MARTIN;749
5369;14;AV;DU GENERAL DE GAULLE;751
5370;174;AV;DE CASSELARDIT;747
5371;175;CHE;DE LA DOUCE DAME;760
5372;4;AV;PIERRE MENDES FRANCE;761
5373;72;AV;SALVADOR ALLENDE;761
5374;14;AV;DU DOCTEUR LOUIS DELHERM;761
5375;1;RUE;DE BELFORT;762
5376;2;IMP;BARUCH SPINOZA;763
5377;3;CHE;GLEYSES;764
5378;53;AV;DE SOREZE;765
5379;101;AV;DU LAURAGAIS;761
5380;3;RUE;PABLO NERUDA;766
5381;34;RUE;DES NOBLES;767
5382;45;AV;DE TOULOUSE;761
5383;18;AV;AIGNAN CARRIERE;768
5384;4;RUE;DES MURIERS;766
5385;162;RUE;PRIVAT;760
5386;58;AV;DU LAURAGAIS;761
5387;2;RUE;DE LA SABOTERIE;766
5388;1;ALL;DE LA CLAIRIERE;766
5389;;AV;DE FALGARDE;768
5390;19;MAIL;DE LA COCAGNE;769
5391;51;ALL;CAMPFERRAN;769
5392;94;CHE;DU PECH;770
5393;79;CHE;VERT;771
5394;41;RUE;DU PASTEL;768
5395;1;IMP;DU TERTRE;761
5396;1;RUE;VALETTE;772
5397;19;RUE;DES LAURIERS;766
5398;;CHE;CELESTIN ANDUZE;773
5399;1;IMP;LES JARDINS OCCITANS;772
5400;7;RUE;DE NAZAN;766
5401;1;RUE;DE LA FONTASSE;763
5402;2;AV;PIERRE MENDES FRANCE;761
5403;5;RUE;DE L'OCCITANIE;770
5404;30;RUE;DES SPORTS;766
5405;2;RUE;MARIE CURIE;766
5406;5;MAIL;DU PASTEL;769
5407;4;RUE;DEMOISELLES DE GASCOGNE;774
5408;3;RUE;DAUMESNIL;775
5409;;RUE;DE L ESPLANADE;776
5410;5;AV;HENRI IV;777
5411;3;ALL;JOSEPH GESTA;775
5412;49;CHE;DE BARON;775
5413;5;;RUE DE L ARCEAU;778
5414;11;RUE;CYRIL CAIRE;779
5415;4;RUE;JEAN JAURES;779
5416;29;AV;DES LANDES;777
5417;5906;RUE;DU VERT GALANT;777
5418;94;AV;DE LA 1ERE ARMEE FRANCAISE;775
5419;250;RTE;DU MOULLE;777
5420;56;RUE;DU VELODROME;780
5421;24;ALL;DES ACACIAS;781
5422;10;RUE;ANNA DE NOAILLES;782
5423;45;RUE;JEAN JAURES;783
5424;50;RUE;DES LIEGES;780
5425;178;RUE;STEHELIN CAUD;780
5426;75;RUE;DE BEL ORME;784
5427;9;RUE;DE BELFORT;783
5428;16;RUE;JEAN COUDANNE;780
5429;26;RUE;BONGRAND;784
5430;2;RUE;JEAN ARTUS;785
5431;17;RUE;DES HIRONDELLES;786
5432;44;RUE;DE LISLEFERME;784
5433;9;RUE;NOTRE DAME;784
5434;6;BD;DE LA PLAGE;787
5435;9058;RES;LES PINS;787
5436;27;AV;MARYSE BASTIE;786
5437;25;RUE;MATIGNON;784
5438;3;RUE;SIMONE VEIL;782
5439;44;RUE;GRANGENEUVE;784
5440;22;RUE;BOUDET;784
5441;345;AV;D EYSINES;788
5442;105;RUE;JUDAIQUE;784
5443;9001;RES;FRONT DE MER;787
5444;8;RUE;SAINTE THERESE;784
5445;17;RUE;CLERAMBAULT;780
5446;26;ALL;DU BOSQUET;786
5447;19;RUE;FREDERIC BENTAYOUX;785
5448;90;AV;D ARES;784
5449;30;ALL;HAUSSMANN;785
5450;33;RUE;DE LA MORANDIERE;789
5451;73;RUE;CAMILLE GODARD;784
5452;11;RUE;CAGE VERTE CAUD;780
5453;181;AV;DE SAINT MEDARD;790
5454;6;RUE;DE LA VILLE MIRMONT;784
5455;3;RES;LES HAMEAUX DU GOLF;787
5456;4;RUE;DES FLEURS;790
5457;44;RUE;RODRIGUE PEREIRE;784
5458;9002;RES;BLEU MARINE;787
5459;11;AV;RAYMOND MANAUD;786
5460;100;RUE;DE LASEPPE;784
5461;131;AV;DU MEDOC;790
5462;10;AV;DU MAL DES LOGIS GARNUNG;787
5463;98;RUE;DE SOISSONS;784
5464;145;AV;CHARLES DE GAULLE;786
5465;63;AV;DE VERDUN;780
5466;16;RUE;LAPORTE CAUD;780
5467;53;RUE;DE TURENNE;784
5468;1827;HAM;LA CHENAIE;787
5469;12;ALL;DES TOURBIERES;782
5470;85;AV;DE LA LIBERATION;788
5471;10;ALL;DE HAUTE GRAVE;781
5472;8;RUE;DES CYPRES CHAUVES;782
5473;6;RUE;DE LEYBARDIE;785
5474;48;RUE;FRANCOIS MITTERRAND;791
5475;357;AV;D EYSINES;788
5476;9;RUE;MARS;789
5477;9208;RES;LE BAGANAIS;787
5478;28;AV;ANDRE REINSON;785
5479;2;RUE;DURANTEAU;784
5480;5;RUE;LEOPOLD LAPLANTE;786
5481;212;RUE;JUDAIQUE;784
5482;21;ALL;DES TOURBIERES;782
5483;62;AV;DU MEDOC;792
5484;30;AV;RAYMOND MANAUD;786
5485;8;RUE;DE LA MAISON DES JEUNES;793
5486;3;RUE;LUFLADE;784
5487;90;RUE;DU VELODROME;780
5488;71;CRS;BALGUERIE STUTTENBERG;785
5489;32;IMP;SAINT AMAND;780
5490;5;RUE;DES ECOLES;782
5491;17;RUE;PRUNIER;785
5492;73;RUE;DU MONTALIEU;790
5493;1429;HAM;TOURNESOL;787
5494;9024;RES;DU LAC;787
5495;224;AV;EYSINES CAUD;780
5496;2415;HAM;LA BOUCANE;787
5497;1;RUE;MAURICE RAVEL;789
5498;13;RUE;DU COUVENT;784
5499;9015;ALL;DE LA SOURCE;793
5500;9058;RES;DU GOLF;787
5501;169;RUE;NAUJAC;784
5502;16;RUE;BARADA;784
5503;4;RUE;SAINT JOSEPH;784
5504;108;CRS;SAINT LOUIS;785
5505;15;RUE;DES LENDEMAINS;785
5506;1;AV;NORBERT GERBAUD;794
5507;4;RUE;LAFAYETTE;784
5508;15;RUE;HENRI MARTIN;783
5509;2;RUE;DES GIRONDINS;788
5510;10;RES;LES CIGALINES;787
5511;9;RUE;DUCAU;784
5512;22;RUE;DU MAL LECLERC;795
5513;30;RUE;JACQUES PREVERT;788
5514;71;RES;HORIZON MARIN;787
5515;9013;RES;TERRASSES DE L ATLANTIQUE;787
5516;328;RUE;PASTEUR;780
5517;32;SEN;DES RADOUBS;785
5518;46;RUE;BARREYRE;785
5519;25;AV;MARYSE BASTIE;786
5520;55;RES;LES JARDINS DE LA PINEDE;787
5521;66;RUE;ALBERT PITRES;784
5522;1;BD;DE LA PLAGE;787
5523;208;RUE;DE L ECOLE NORMALE CAUD;780
5524;144;RUE;DES ORANGERS;780
5525;3;VOIE;JEAN FERRAT;783
5526;194;AV;DU MEDOC;790
5527;127;CRS;DU MEDOC;785
5528;15;RUE;DES FRERES LUMIERE;790
5529;97;RUE;GOYA;784
5530;25;RUE;AUSONE;786
5531;4;AV;JULES FERRY;787
5532;11;ALL;DES ACACIAS;781
5533;4;RUE;LEON RAFFI;790
5534;162;AV;EYSINES CAUD;780
5535;39;RUE;DE LA MARNE;790
5536;9;RUE;MAGNIFICAT;780
5537;9001;;LE DOMAINE DU GOLF II;787
5538;19;RUE;DE LURBE;784
5539;3;AV;DE LA LIBERTE;787
5540;1;RUE;CAZALIS;785
5541;25;AV;DE PICOT;790
5542;45;RUE;HERIARD DUBREUIL;784
5543;3;RUE;LEOPOLD LAPLANTE;786
5544;76;CRS;DE LUZE;785
5545;45;CRS;EDOUARD VAILLANT;785
5546;2;RUE;COMMANDERIE  DES TEMPLIERS;786
5547;11;RUE;PARL STE CATHERINE;784
5548;9075;RES;TERRASSES DE L ATLANTIQUE;787
5549;88;AV;DE L HIPPODROME;790
5550;77;RUE;RAYMOND POINCARE;788
5551;22;RUE;DE LARTIGUE;786
5552;4;ALL;DES MARRONNIERS;781
5553;9001;AV;DU GEN DE GAULLE;795
5554;3;RUE;ABEL ANTOUNE;788
5555;38;RUE;ROGER SALENGRO;788
5556;85;AV;MONTESQUIEU;783
5557;1;RUE;JULES MASSENET;783
5558;21;RUE;DES CYPRES CHAUVES;782
5559;96;RUE;BARREYRE;785
5560;48;RUE;GUYNEMER CAUD;780
5561;48;RUE;FRAGONARD;786
5562;13;RUE;MONTBAZON;784
5563;48;RUE;POMME D OR;785
5564;91;RUE;CAMILLE GODARD;784
5565;158;BD;ALBERT BRANDENBURG;785
5566;59;AV;CHARLES DE GAULLE;780
5567;16;PL;PEY BERLAND;784
5568;46;RUE;POMME D OR;785
5569;95;RUE;JEAN GOUJON;783
5570;5;RUE;VIRGINIA;780
5571;10;RUE;ETCHENIQUE;780
5572;173;RUE;DE L ECOLE NORMALE CAUD;780
5573;21;AV;DE L EUROPE;786
5574;54;RUE;DEPE CAUD;780
5575;19;RUE;BAUDIN;788
5576;18;RUE;DES FAUSSETS;784
5577;26;RUE;CHARLES PUYO;785
5578;330;HAM;LEMMIKKI;787
5579;110;RUE;RAYMOND POINCARE;788
5580;94;RUE;ANDRE MESSAGER;786
5581;5;RUE;BOTHIRON;795
5582;11;RUE;PIERRE ANDRON;786
5583;263;AV;D EYSINES;788
5584;26;RUE;DE L ANCIENNE POSTE;782
5585;105;AV;MONTESQUIEU;783
5586;109;RUE;DES ECUS;788
5587;36;RUE;POUJEAU;780
5588;222;AV;EYSINES CAUD;780
5589;17;RUE;MONDON;788
5590;150;AV;JEAN JAURES;786
5591;21;RUE;LUFLADE;784
5592;61;RUE;DU PAS SAINT GEORGES;784
5593;24;RUE;MONDENARD;784
5594;105;RUE;JEAN GOUJON;783
5595;2;RUE;ROBERT PITANGUE;786
5596;32;RUE;DE LA FORTERESSE;795
5597;17;RUE;CORNAC;784
5598;313;AV;D ARES;780
5599;9205;RES;LES PINS;787
5600;111;AV;MARCELIN BERTHELOT;788
5601;33;RUE;JEAN GOUJON;783
5602;13;RUE;DES FLEURS;790
5603;9001;;TUILERIE DES ECUS EMAUX II;788
5604;11;AV;VICTOR HUGO;788
5605;74;AV;CHARLES DE GAULLE;780
5606;14;RUE;CORNAC;784
5607;261;RUE;MANDRON;784
5608;53;RUE;DES REMPARTS;784
5609;9002;CHE;DE MAURIET;783
5610;46;AV;CHARLES DE GAULLE;786
5611;286;RUE;DU JARDIN PUBLIC;785
5612;3;ALL;RONSARD;780
5613;70;RUE;DUPATY;785
5614;63;RUE;POYENNE;785
5615;89;RUE;LAROCHE;784
5616;45;CRS;BALGUERIE STUTTENBERG;785
5617;33;AV;DE MAZEAU;783
5618;9003;;LE DOMAINE DU GOLF I;787
5619;85;AV;JULES GUESDE;788
5620;9;RUE;CAMILLE GODARD;796
5621;1;RUE;M CL VAILLANT COUTURIER;790
5622;30;SEN;DES RADOUBS;785
5623;11;ALL;LEO LAGRANGE;790
5624;7;RUE;CONSTANTIN;784
5625;185;CRS;BALGUERIE STUTTENBERG;785
5626;51;RUE;DE PESSAC;784
5627;15;RUE;PAUL DENUCE;797
5628;290;BD;JEAN JACQUES BOSC;798
5629;100;AV;DE LA LIBERATION;799
5630;12;RUE;DU MARECHAL JOFFRE;784
5631;9001;RES;PAUL ELUARD;798
5632;183;RTE;DE PESSAC;800
5633;2;RUE;CARNOT;801
5634;9001;RES;ROSIERS BELLEVUE;800
5635;232;RUE;DE SUZON;801
5636;176;RUE;SAINTE CATHERINE;784
5637;43;RUE;LAFONTAINE;797
5638;9001;RES;FORTUNIO;801
5639;259;CRS;DU MARECHAL GALLIENI;784
5640;16;RUE;DE LA MISERICORDE;784
5641;16;AV;VIEILLE TOUR;801
5642;52;RUE;DU TONDU;784
5643;224;CRS;GAMBETTA;801
5644;47;RUE;DES TREUILS;784
5645;9001;RES;ROLLA;801
5646;85;RUE;KLEBER;797
5647;59;AV;DE LA LIBERATION;799
5648;2;MAIL;PIERRE MENDES FRANCE;802
5649;7;RUE;DU PORTAIL;797
5650;21;CRS;DU GENERAL DE GAULLE;800
5651;9001;RES;SARCIGNAN;803
5652;17;RUE;LAURENT FIGNON;803
5653;334;CRS;DE LA LIBERATION;801
5654;1;RUE;DU JARDIN DES HORTENSIAS;798
5655;5;AV;DE BOURRANVILLE;799
5656;20;RUE;ARISTIDES DE SOUSA MENDES;802
5657;17;RUE;DU JARDIN DES HORTENSIAS;798
5658;90;RUE;FRANCOIS DE SOURDIS;784
5659;22;AV;DU CHIQUET;802
5660;7;RUE;ARISTIDE DE SOUSA-MENDES;798
5661;690;CRS;DE LA LIBERATION;801
5662;90;RUE;PIERRE RENAUDEL;798
5663;9025;AV;MAL DE LATTRE DE TASSIGNY;799
5664;212;CRS;DE LA SOMME;797
5665;15;RUE;TEULERE;784
5666;10;BD;PDT FRANKLIN ROOSEVELT;797
5667;129;AV;DOCTEUR NANCEL PENARD;802
5668;422;RTE;DE TOULOUSE;798
5669;4;RUE;DESPIN;797
5670;16;ALL;DE FRANCS;798
5671;9005;AV;DE BOURRANVILLE;799
5672;2;ALL;ROBERT DROUX;802
5673;11;RUE;DES COTEAUX;799
5674;32;RUE;SOCRATE;802
5675;8;RUE;DU VIEUX MARCHE;784
5676;18;RUE;DE GUIRAUTON;799
5677;9;AV;DES ACIERIES;802
5678;94;ALL;RENE CASSIN;804
5679;211;AV;VIEILLE TOUR;801
5680;23;RUE;DES FUCHSIAS;802
5681;3;RUE;ANCIENS COMBATTANT AFRIQUE;797
5682;10;SQ;DES BOSQUETS;799
5683;28;AV;DES FAUVETTES;799
5684;20;RUE;PIERRE CURIE;797
5685;124;CRS;DE L YSER;797
5686;23;PL;DE LA VICTOIRE;784
5687;9;RUE;MARCELIN;784
5688;2;RUE;DE BETHMANN;784
5689;50;;MISSION HAUT BRION;801
5690;126;AV;DE LA SOMME;799
5691;5;RUE;PILET;784
5692;16;RUE;JULIE;797
5693;5;RTE;DE LEOGNAN;803
5694;34;RUE;PEYDAVANT;801
5695;39;RUE;DE LA PAIX;799
5696;16;AV;JEANNE D ARC;798
5697;10;ALL;EUGENE DELACROIX;797
5698;83;CRS;VICTOR HUGO;798
5699;33;RUE;DES MENUTS;784
5700;4;ALL;DES FONTANILES;799
5701;17;QUAI;DES SALINIERES;784
5702;77;RUE;HENRI IV;784
5703;29;IMP;CHARLES DE GAULLE;803
5704;34;CRS;DE L ARGONNE;784
5705;9001;RES;ACAPULCO;801
5706;9001;RES;GAZAILLAN;800
5707;523;CRS;DE LA LIBERATION;801
5708;2;RUE;COLETTE;797
5709;329;RUE;DE BEGLES;797
5710;25;AV;COL PIERRE BOURGOIN;805
5711;1;AV;DU PARC;806
5712;56;RUE;DEYRIES;797
5713;9001;RUE;PAUL SIGNAC;801
5714;88;RUE;LAFONTAINE;797
5715;18;RUE;JEAN MOULIN;799
5716;7;RUE;RIAUSAC;797
5717;9001;RUE;ROBERT BALLION;799
5718;9;RUE;DU PUITS DESCAZEAUX;784
5719;86;CRS;DE LA SOMME;797
5720;18;RUE;SAINT FRANCOIS XAVIER;800
5721;6;RUE;DES CEPAGES;799
5722;5;RUE;DES OLYMPIADES;799
5723;40;CRS;DE L ARGONNE;784
5724;20;RTE;DE LEOGNAN;800
5725;41;RUE;DU GENERAL BORDAS;801
5726;324;CRS;DE LA SOMME;797
5727;484;AV;DE VERDUN;799
