idAdress;No voie;Type de voie;Voie;idCommune
28299;43;RUE;BOULARD;3207
28300;35;RUE;PAUL FORT;3207
28301;12;AV;JEAN MOULIN;3207
28302;41;RUE;REMY DUMONCEL;3207
28303;34;RUE;SAINT YVES;3207
28304;129;BD;BRUNE;3207
28305;2;RUE;HENRI REGNAULT;3207
28306;69;AV;DU GENERAL LECLERC;3207
28307;8;RUE;DU SAINT GOTHARD;3207
28308;18;RUE;FERRUS;3207
28309;4;RUE;MORERE;3207
28310;12;BD;SAINT JACQUES;3207
28311;85;BD;BRUNE;3207
28312;15;PAS;D ENFER;3207
28313;1;SQ;AUGUSTE RENOIR;3207
28314;8;RUE;DU COMMANDT RENE MOUCHOTTE;3207
28315;9;RUE;JONQUOY;3207
28316;7;AV;DU GENERAL LECLERC;3207
28317;22;BD;EDGAR QUINET;3207
28318;99;AV;DU MAINE;3207
28319;33;RUE;CAMPAGNE PREMIERE;3207
28320;10;RUE;THIBAUD;3207
28321;208;AV;DU MAINE;3207
28322;51;RUE;REMY DUMONCEL;3207
28323;55;RUE;DU COUEDIC;3207
28324;41;RUE;DU MOULIN VERT;3207
28325;68;RUE;DIDOT;3207
28326;18;RUE;NANSOUTY;3207
28327;6;RUE;ALPHONSE DAUDET;3207
28328;18;RUE;D ALEMBERT;3207
28329;146;BD;DU MONTPARNASSE;3207
28330;44;RUE;DAREAU;3207
28331;18;RUE;DES PLANTES;3207
28332;25;RUE;DE LA SABLIERE;3207
28333;8;RUE;ALFRED DURAND CLAYE;3207
28334;133;RUE;RAYMOND LOSSERAND;3207
28335;131;BD;BRUNE;3207
28336;11;RUE;DU MOULIN VERT;3207
28337;81;RUE;DE LA TOMBE ISSOIRE;3207
28338;32;RUE;DAREAU;3207
28339;47;RUE;DU COUEDIC;3207
28340;16;RUE;D ALESIA;3207
28341;54;RUE;DE LA SANTE;3207
28342;1;RUE;GAZAN;3207
28343;35;AV;JEAN MOULIN;3207
28344;87;RUE;DIDOT;3207
28345;10;RUE;FURTADO HEINE;3207
28346;6;RUE;ADOLPHE FOCILLON;3207
28347;6;RUE;LOUIS MORARD;3207
28348;4;RUE;DES MARINIERS;3207
28349;7;RUE;LECUIROT;3207
28350;189;BD;BRUNE;3207
28351;24;RUE;SAINT YVES;3207
28352;15;RUE;ALPHONSE DAUDET;3207
28353;39;RUE;LIANCOURT;3207
28354;5;RUE;FROIDEVAUX;3207
28355;5;RUE;DE LA TOMBE ISSOIRE;3207
28356;37;RUE;JONQUOY;3207
28357;43;RUE;REMY DUMONCEL;3207
28358;22;RUE;DE LA TOMBE ISSOIRE;3207
28359;1;RUE;SOPHIE GERMAIN;3207
28360;6;VLA;D ALESIA;3207
28361;23;RUE;MORERE;3207
28362;31;RUE;BREZIN;3207
28363;238;BD;RASPAIL;3207
28364;91;RUE;RAYMOND LOSSERAND;3207
28365;7;RUE;CAMPAGNE PREMIERE;3207
28366;5;RUE;MAURICE LOEWY;3207
28367;9;VLA;VIRGINIE;3207
28368;40;RUE;BEZOUT;3207
28369;166;AV;DU MAINE;3207
28370;32;RUE;GASSENDI;3207
28371;38;AV;RENE COTY;3207
28372;37;RUE;DE LA TOMBE ISSOIRE;3207
28373;63;RUE;DU MONTPARNASSE;3207
28374;214;AV;DU MAINE;3207
28375;8;RUE;BAILLOU;3207
28376;41;RUE;PAUL FORT;3207
28377;37;RUE;FONDARY;3208
28378;8;RUE;MARMONTEL;3208
28379;69;RUE;BRANCION;3208
28380;31;RUE;JEAN MARIDOR;3208
28381;60;RUE;BRANCION;3208
28382;52;RUE;DE L AMIRAL ROUSSIN;3208
28383;18;BD;VICTOR;3208
28384;121;RUE;DE LA CONVENTION;3208
28385;12;IMP;DE PRESLES;3208
28386;23;RUE;DU COMMERCE;3208
28387;10;RUE;FIRMIN GILLOT;3208
28388;69;RUE;DES ENTREPRENEURS;3208
28389;59;QUAI;DE GRENELLE;3208
28390;60;RUE;EMERIAU;3208
28391;22;RUE;EMERIAU;3208
28392;66;RUE;MADEMOISELLE;3208
28393;10;RUE;FRANCOIS MOUTHON;3208
28394;15;RUE;LAKANAL;3208
28395;16;RUE;FIRMIN GILLOT;3208
28396;145;RUE;DE LOURMEL;3208
28397;27;RUE;DESNOUETTES;3208
28398;380;RUE;DE VAUGIRARD;3208
28399;90;RUE;DE L ABBE GROULT;3208
28400;60;RUE;CASTAGNARY;3208
28401;36;RUE;FONDARY;3208
28402;407;RUE;DE VAUGIRARD;3208
28403;7;RUE;BAUSSET;3208
28404;22;AV;EMILE ZOLA;3208
28405;238;RUE;DE LA CROIX NIVERT;3208
28406;204;RUE;DE VAUGIRARD;3208
28407;4;RUE;BORROMEE;3208
28408;16;RUE;DE L AVRE;3208
28409;55;RUE;BRANCION;3208
28410;6;VLA;JUGE;3208
28411;15;CITE;FALGUIERE;3208
28412;201;RUE;DE VAUGIRARD;3208
28413;80;BD;PASTEUR;3208
28414;11;PL;ADOLPHE CHERIOUX;3208
28415;148;RUE;SAINT CHARLES;3208
28416;1;RUE;FREMICOURT;3208
28417;4;RUE;ROSA BONHEUR;3208
28418;37;RUE;DE L ABBE GROULT;3208
28419;71;RUE;D ALLERAY;3208
28420;254;RUE;DE VAUGIRARD;3208
28421;26;RUE;DE LA CONVENTION;3208
28422;127;RUE;SAINT CHARLES;3208
28423;9;RUE;DES BERGERS;3208
28424;4;PL;ADOLPHE CHERIOUX;3208
28425;2;RUE;MIZON;3208
28426;7;RUE;FALGUIERE;3208
28427;41;RUE;DES FAVORITES;3208
28428;17;RUE;VARET;3208
28429;49;AV;DE LA MOTTE PICQUET;3208
28430;375;RUE;DE VAUGIRARD;3208
28431;8;RUE;DUPLEIX;3208
28432;57;RUE;FONDARY;3208
28433;17;RUE;DE LA PROCESSION;3208
28434;193;RUE;LECOURBE;3208
28435;56;AV;EMILE ZOLA;3208
28436;135;RUE;FALGUIERE;3208
28437;253;RUE;LECOURBE;3208
28438;31;RUE;SAINT CHARLES;3208
28439;31;RUE;LABROUSTE;3208
28440;83;AV;DE BRETEUIL;3208
28441;30;RUE;FRANCOIS BONVIN;3208
28442;56;RUE;MADEMOISELLE;3208
28443;366;RUE;DE VAUGIRARD;3208
28444;10;RUE;D ALLERAY;3208
28445;87;RUE;BLOMET;3208
28446;51;BD;LEFEBVRE;3208
28447;26;RUE;FRANCOIS BONVIN;3208
28448;215;RUE;DE LA CROIX NIVERT;3208
28449;40;AV;DE SUFFREN;3208
28450;26;RUE;DU LAOS;3208
28451;37;RUE;DE LA CROIX NIVERT;3208
28452;7;RUE;FELIX FAURE;3208
28453;8;AV;EMILE ZOLA;3208
28454;4;RUE;ROBERT DE FLERS;3208
28455;59;RUE;DESNOUETTES;3208
28456;28;RUE;FONDARY;3208
28457;50;AV;DE SEGUR;3208
28458;6;RUE;MIOLLIS;3208
28459;18;RUE;LECOURBE;3208
28460;12;RUE;DE CADIX;3208
28461;90;RUE;CAMBRONNE;3208
28462;84;AV;EMILE ZOLA;3208
28463;17;RUE;PECLET;3208
28464;6;RUE;BROWN SEQUARD;3208
28465;11;RUE;DE JAVEL;3208
28466;89;AV;EMILE ZOLA;3208
28467;6;RUE;SARASATE;3208
28468;9;RUE;SANTOS DUMONT;3208
28469;17;RUE;DE JAVEL;3208
28470;313;RUE;LECOURBE;3208
28471;29;RUE;DOMBASLE;3208
28472;3;PL;ETIENNE PERNET;3208
28473;109;BD;DE GRENELLE;3208
28474;22;RUE;DES VOLONTAIRES;3208
28475;330;RUE;LECOURBE;3208
28476;19;RUE;DU CLOS FEUQUIERES;3208
28477;15;RUE;GEORGES PITARD;3208
28478;4;VLA;POIRIER;3208
28479;7;RUE;SARASATE;3208
28480;15;RUE;FIRMIN GILLOT;3208
28481;38;AV;EMILE ZOLA;3208
28482;39;BD;DE GRENELLE;3208
28483;133;AV;FELIX FAURE;3208
28484;118;RUE;LECOURBE;3208
28485;7;RUE;CAMBRONNE;3208
28486;142;RUE;DE JAVEL;3208
28487;4;;VIL DE L ASTROLABE;3208
28488;26;AV;FELIX FAURE;3208
28489;17;RUE;TIPHAINE;3208
28490;43;RUE;FONDARY;3208
28491;77;RUE;DE LOURMEL;3208
28492;17;RUE;OLIVIER DE SERRES;3208
28493;12;RUE;CARRIER BELLEUSE;3208
28494;92;RUE;BALARD;3208
28495;3;RUE;FERDINAND FABRE;3208
28496;110;RUE;FALGUIERE;3208
28497;15;RUE;DES MORILLONS;3208
28498;4;RUE;LEON DELAGRANGE;3208
28499;11;RUE;VASCO DE GAMA;3208
28500;18;RUE;DE CHAMBERY;3208
28501;4;RUE;DALOU;3208
28502;288;RUE;DE VAUGIRARD;3208
28503;3;RUE;LECOURBE;3208
28504;130;RUE;DE JAVEL;3208
28505;3;RUE;DU SOMMET DES ALPES;3208
28506;235;RUE;DE VAUGIRARD;3208
28507;42;RUE;ROUELLE;3208
28508;1;RUE;DU CLOS FEUQUIERES;3208
28509;3;RUE;ROSENWALD;3208
28510;26;RUE;SAINT LAMBERT;3208
28511;7;RUE;JOBBE DUVAL;3208
28512;183;RUE;SAINT CHARLES;3208
28513;47;RUE;PAUL BARRUEL;3208
28514;1;RUE;JULES SIMON;3208
28515;2;RUE;SARASATE;3208
28516;14;;VLA HONORE GABRIEL RIQUETI;3208
28517;15;RUE;ROBERT DE FLERS;3208
28518;16;RUE;DE LA PROCESSION;3208
28519;194;RUE;DE LA CONVENTION;3208
28520;43;RUE;CAMBRONNE;3208
28521;4;RUE;MARIO NIKIS;3208
28522;30;RUE;FREMICOURT;3208
28523;4;RUE;DU CDT LEANDRI;3208
28524;4;RUE;MATHURIN REGNIER;3208
28525;2;RUE;HENRI DUCHENE;3208
28526;22;ALL;JOSEPH RECAMIER;3208
28527;38;RUE;BARGUE;3208
28528;41;RUE;DE L ABBE GROULT;3208
28529;108;RUE;DE LOURMEL;3208
28530;4;RUE;MARGUERITE BOUCICAUT;3208
28531;14;RUE;GRAMME;3208
28532;17;RUE;JOBBE DUVAL;3208
28533;13;RUE;THIBOUMERY;3208
28534;163;BD;LEFEBVRE;3208
28535;283;RUE;LECOURBE;3208
28536;9;RUE;FRANQUET;3208
28537;164;RUE;DE LOURMEL;3208
28538;3;RUE;ANTOINE BOURDELLE;3208
28539;20;RUE;LAKANAL;3208
28540;60;RUE;DOMBASLE;3208
28541;46;RUE;DE DANTZIG;3208
28542;15;RUE;DANIEL STERN;3208
28543;35;RUE;DES MORILLONS;3208
28544;179;RUE;DE VAUGIRARD;3208
28545;11;VLA;DE LA CROIX NIVERT;3208
28546;39;RUE;FONDARY;3208
28547;22;RUE;ERNEST RENAN;3208
28548;76;RUE;DUTOT;3208
28549;9;RUE;EMILE DUCLAUX;3208
28550;14;RUE;DE LA CROIX NIVERT;3208
28551;145;RUE;DE VAUGIRARD;3208
28552;15;RUE;ERNEST RENAN;3208
28553;43;RUE;DE L ABBE GROULT;3208
28554;90;RUE;DU COMMERCE;3208
28555;72;RUE;FALGUIERE;3208
28556;62;AV;DE SUFFREN;3208
28557;71;RUE;DES CEVENNES;3208
28558;8;RUE;MIOLLIS;3208
28559;14;;VIL DU MONT TONNERRE;3208
28560;16;RUE;EDMOND ROGER;3208
28561;6;RUE;DE LANGEAC;3208
28562;49;RUE;DESNOUETTES;3208
28563;4;;VIL DU MONT TONNERRE;3208
28564;69;RUE;D ALLERAY;3208
28565;6;RUE;HOUDART DE LAMOTTE;3208
28566;18;RUE;YVART;3208
28567;1;RUE;SARASATE;3208
28568;139;RUE;DE VAUGIRARD;3208
28569;13;RUE;FRANCOIS VILLON;3208
28570;365;RUE;DE VAUGIRARD;3208
28571;110;AV;DE SUFFREN;3208
28572;74;RUE;DU COMMERCE;3208
28573;14;RUE;LACORDAIRE;3208
28574;7;RUE;DE VOUILLE;3208
28575;5;RUE;HUMBLOT;3208
28576;199;RUE;DE LOURMEL;3208
28577;281;RUE;DE VAUGIRARD;3208
28578;3;RUE;DULAC;3208
28579;24;RUE;DOMBASLE;3208
28580;40;RUE;DE VOUILLE;3208
28581;51;PL;SAINT CHARLES;3208
28582;6;BD;PASTEUR;3208
28583;173;RUE;DE LA CROIX NIVERT;3208
28584;4;RUE;BAUSSET;3208
28585;9;RUE;NICOLAS CHARLET;3208
28586;71;RUE;DU THEATRE;3208
28587;12;RUE;DE L ARRIVEE;3208
28588;152;RUE;DE JAVEL;3208
28589;6;RUE;DES BERGERS;3208
28590;2;RUE;HENRI BOCQUILLON;3208
28591;77;RUE;FONDARY;3208
28592;3;RUE;DE CADIX;3208
28593;220;RUE;DE JAVEL;3208
28594;11;RUE;SEXTIUS MICHEL;3208
28595;153;RUE;SAINT CHARLES;3208
28596;3;RUE;DE L ARRIVEE;3208
28597;10;RUE;FOURCADE;3208
28598;220;RUE;DE VAUGIRARD;3208
28599;3;RUE;DES MORILLONS;3208
28600;2;RUE;CLOUET;3208
28601;16;PL;ADOLPHE CHERIOUX;3208
28602;116;BD;DE GRENELLE;3208
28603;9;RUE;DE LA PROCESSION;3208
28604;3;PL;JACQUES MARETTE;3208
28605;3;IMP;DE L EGLISE;3208
28606;9;SQ;DESAIX;3208
28607;30;RUE;BARGUE;3208
28608;7;RUE;MALASSIS;3208
28609;78;RUE;CASTAGNARY;3208
28610;150;RUE;DE VAUGIRARD;3208
28611;2;RUE;SAINT LAMBERT;3208
28612;36;RUE;DES CEVENNES;3208
28613;26;RUE;LACRETELLE;3208
28614;10;RUE;BORROMEE;3208
28615;205;RUE;DE LA CROIX NIVERT;3208
28616;4;RUE;JUGE;3208
28617;22;RUE;DE CHAMBERY;3208
28618;7;RUE;DE L ABBE GROULT;3208
28619;110;RUE;OLIVIER DE SERRES;3208
28620;106;AV;FELIX FAURE;3208
28621;31;BD;DE GRENELLE;3208
28622;65;RUE;DU THEATRE;3208
28623;39;RUE;VIOLET;3208
28624;33;RUE;DU COMMERCE;3208
28625;24;RUE;GUTENBERG;3208
28626;51;RUE;BRANCION;3208
28627;65;RUE;DE LA CONVENTION;3208
28628;12;RUE;EDMOND ROGER;3208
28629;9;RUE;CLOUET;3208
28630;18;RUE;DE STAEL;3208
28631;103;QUAI;BRANLY;3208
28632;86;RUE;DE L EGLISE;3208
28633;137;RUE;DE JAVEL;3208
28634;24;RUE;FALGUIERE;3208
28635;8;VLA;DE LA CROIX NIVERT;3208
28636;14;RUE;CORBON;3208
28637;16;RUE;MAUBLANC;3208
28638;73;RUE;DES MORILLONS;3208
28639;6;RUE;VIOLET;3208
28640;94;AV;EMILE ZOLA;3208
28641;60;RUE;DES ENTREPRENEURS;3208
28642;252;RUE;LECOURBE;3208
28643;19;RUE;JOBBE DUVAL;3208
28644;8;RUE;LERICHE;3208
28645;106;RUE;DE SEVRES;3208
28646;4;VLA;LETELLIER;3208
28647;15;AV;FELIX FAURE;3208
28648;16;RUE;DU COMMERCE;3208
28649;50;RUE;DES MORILLONS;3208
28650;6;RUE;ROBERT FLEURY;3208
28651;18;RUE;MIOLLIS;3208
28652;103;RUE;DE JAVEL;3208
28653;231;RUE;DE VAUGIRARD;3208
28654;40;RUE;SAINT LAMBERT;3208
28655;32;RUE;DU THEATRE;3208
28656;105;RUE;BLOMET;3208
28657;4;RUE;DE LANGEAC;3208
28658;4;RUE;EUGENE GIBEZ;3208
28659;60;RUE;FONDARY;3208
28660;41;RUE;DES MORILLONS;3208
28661;39;RUE;ALAIN CHARTIER;3208
28662;356;RUE;DE VAUGIRARD;3208
28663;147;RUE;DE JAVEL;3208
28664;10;RUE;DES VOLONTAIRES;3208
28665;136;AV;FELIX FAURE;3208
28666;13;RUE;SAINT AMAND;3208
28667;15;RUE;EMMANUEL CHAUVIERE;3208
28668;70;RUE;DE LOURMEL;3208
28669;5;RUE;SAINT CHRISTOPHE;3208
28670;115;RUE;DE JAVEL;3208
28671;41;RUE;GUTENBERG;3208
28672;252;RUE;DE LA CONVENTION;3208
28673;145;RUE;DE LA CROIX NIVERT;3208
28674;140;AV;DE SUFFREN;3208
28675;13;RUE;ROBERT LINDET;3208
28676;7;RUE;BARTHELEMY;3208
28677;170;RUE;BLOMET;3208
28678;1;RUE;MARGUERITE BOUCICAUT;3208
28679;75;RUE;LEBLANC;3208
28680;53;RUE;DES CEVENNES;3208
28681;17;RUE;DU LAOS;3208
28682;17;RUE;DESNOUETTES;3208
28683;66;RUE;BRANCION;3208
28684;78;AV;FELIX FAURE;3208
28685;4;IMP;MATHIEU;3208
28686;11;RUE;PETEL;3208
28687;7;RUE;GAGER GABILLOT;3208
28688;22;RUE;DE CHERBOURG;3208
28689;155;RUE;DE VAUGIRARD;3208
28690;34;RUE;DE VOUILLE;3208
28691;44;RUE;DURANTON;3208
28692;11;RUE;DU GAL DE LARMINAT;3208
28693;52;RUE;DE LA CROIX NIVERT;3208
28694;16;RUE;LACORDAIRE;3208
28695;9;RUE;GUTENBERG;3208
28696;97;RUE;DE L ABBE GROULT;3208
28697;17;AV;FELIX FAURE;3208
28698;6;RUE;FERDINAND FABRE;3208
28699;35;RUE;DES BERGERS;3208
28700;34;AV;DE SUFFREN;3208
28701;10;IMP;DE L EGLISE;3208
28702;102;RUE;CAMBRONNE;3208
28703;9;RUE;FALGUIERE;3208
28704;59;RUE;DES ENTREPRENEURS;3208
28705;1;RUE;DESNOUETTES;3208
28706;64;AV;DE SAXE;3208
28707;83;RUE;FONDARY;3208
28708;14;RUE;DE VICHY;3208
28709;158;;R-PTSAINT CHARLES;3208
28710;317;RUE;DE VAUGIRARD;3208
28711;192;RUE;DE VAUGIRARD;3208
28712;38;RUE;D ALLERAY;3208
28713;66;RUE;CASTAGNARY;3208
28714;13;AV;FELIX FAURE;3208
28715;25;RUE;DE CRONSTADT;3208
28716;7;RUE;BOUILLOUX LAFONT;3208
28717;333;RUE;DE VAUGIRARD;3208
28718;22;RUE;BORROMEE;3208
28719;5;PL;D ALLERAY;3208
28720;11;SQ;CHARLES LAURENT;3208
28721;30;RUE;LECOURBE;3208
28722;45;RUE;SAINT LAMBERT;3208
28723;53;RUE;BARGUE;3208
28724;405;RUE;DE VAUGIRARD;3208
28725;212;RUE;DE VAUGIRARD;3208
28726;17;RUE;EMILE DUCLAUX;3208
28727;28;RUE;GUTENBERG;3208
28728;9;RUE;JOBBE DUVAL;3208
28729;57;RUE;DE DANTZIG;3208
28730;106;RUE;DU THEATRE;3208
28731;112;RUE;CASTAGNARY;3208
28732;84;BD;PASTEUR;3208
28733;67;RUE;DU THEATRE;3208
28734;60;RUE;MADEMOISELLE;3208
28735;9;RUE;SAINTE LUCIE;3208
28736;9;RUE;QUINAULT;3208
28737;7;RUE;DE LANGEAC;3208
28738;50;RUE;DE LA CROIX NIVERT;3208
28739;48;RUE;MATHURIN REGNIER;3208
28740;4;RUE;GRAMME;3208
28741;36;AV;GEORGES MANDEL;3209
28742;15;RUE;DUFRENOY;3209
28743;7;RUE;LOUIS DAVID;3209
28744;10;RUE;WILHEM;3209
28745;105;BD;MURAT;3209
28746;20;RUE;DE VARIZE;3209
28747;60;AV;VICTOR HUGO;3209
28748;4;AV;ERLANGER;3209
28749;2;RUE;DES MARRONNIERS;3209
28750;7;RUE;BOILEAU;3209
28751;15;RUE;CHANEZ;3209
28752;2;AV;MILLERET DE BROU;3209
28753;40;RUE;ERLANGER;3209
28754;25;RUE;PAUL VALERY;3209
28755;4;AV;DE MONTESPAN;3209
28756;8;RUE;LAURENT PICHAT;3209
28757;50;AV;FOCH;3209
28758;6;AV;THEOPHILE GAUTIER;3209
28759;49;AV;PAUL DOUMER;3209
28760;5;RUE;DE MUSSET;3209
28761;21;AV;DE VERSAILLES;3209
28762;37;RUE;RAYNOUARD;3209
28763;149;RUE;DE LONGCHAMP;3209
28764;5;RUE;DUFRENOY;3209
28765;7;RUE;DE LA TOUR;3209
28766;7;AV;PDT WILSON;3209
28767;26;AV;PERRICHONT;3209
28768;43;RUE;DU RANELAGH;3209
28769;48;BD;MURAT;3209
28770;32;RUE;DE L ASSOMPTION;3209
28771;27;AV;DE LAMBALLE;3209
28772;9;RUE;DESBORDES VALMORE;3209
28773;65;RUE;JEAN DE LA FONTAINE;3209
28774;8;RUE;SINGER;3209
28775;2;SQ;JOUVENET;3209
28776;21;AV;DU MAL MAUNOURY;3209
28777;48;RUE;BOISSIERE;3209
28778;3;RUE;LYAUTEY;3209
28779;4;VLA;CHANEZ;3209
28780;114;AV;VICTOR HUGO;3209
28781;3;RUE;EDMOND ABOUT;3209
28782;48;AV;FOCH;3209
28783;11;RUE;JEAN BOLOGNE;3209
28784;4;RUE;DE LA POMPE;3209
28785;4;RUE;PICOT;3209
28786;11;RUE;DU GAL DELESTRAINT;3209
28787;30;RUE;FELICIEN DAVID;3209
28788;15;QUAI;LOUIS BLERIOT;3209
28789;94;QUAI;LOUIS BLERIOT;3209
28790;20;RUE;JOUVENET;3209
28791;68;BD;EXELMANS;3209
28792;3;RUE;OCTAVE FEUILLET;3209
28793;24;RUE;DE L ANNONCIATION;3209
28794;61;RUE;D AUTEUIL;3209
28795;19;RUE;DESBORDES VALMORE;3209
28796;97;AV;VICTOR HUGO;3209
28797;51;AV;FOCH;3209
28798;16;RUE;FELICIEN DAVID;3209
28799;63;AV;RAYMOND POINCARE;3209
28800;22;RUE;DE LA TOUR;3209
28801;28;RUE;SPONTINI;3209
28802;85;BD;SUCHET;3209
28803;91;RUE;DE LA POMPE;3209
28804;16;RUE;LE MAROIS;3209
28805;4;AV;DE L ABBE ROUSSEL;3209
28806;22;RUE;LE MAROIS;3209
28807;41;BD;DE MONTMORENCY;3209
28808;23;RUE;LE SUEUR;3209
28809;192;AV;VICTOR HUGO;3209
28810;42;RUE;RIBERA;3209
28811;12;BD;EXELMANS;3209
28812;4;RUE;PIERRE GUERIN;3209
28813;14;AV;MARCEL PROUST;3209
28814;7;RUE;DES EAUX;3209
28815;104;QUAI;LOUIS BLERIOT;3209
28816;5;AV;FREMIET;3209
28817;121;BD;MURAT;3209
28818;3;RUE;GOETHE;3209
28819;51;RUE;DU GAL DELESTRAINT;3209
28820;34;RUE;DES VIGNES;3209
28821;93;RUE;DE LA FAISANDERIE;3209
28822;67;RUE;DU RANELAGH;3209
28823;114;RUE;MICHEL ANGE;3209
28824;34;RUE;DOCTEUR BLANCHE;3209
28825;19;RUE;DU GAL APPERT;3209
28826;3;RUE;BENJAMIN FRANKLIN;3209
28827;67;AV;MOZART;3209
28828;81;RUE;DE LA FAISANDERIE;3209
28829;33;RUE;SPONTINI;3209
28830;131;BD;MURAT;3209
28831;94;RUE;DE L ASSOMPTION;3209
28832;3;RUE;DE TRAKTIR;3209
28833;4;VLA;JOCELYN;3209
28834;34;RUE;ERLANGER;3209
28835;18;RUE;MESNIL;3209
28836;7;VLA;EUGENE MANUEL;3209
28837;99;RUE;DE LONGCHAMP;3209
28838;100;RUE;CHARDON LAGACHE;3209
28839;14;AV;THEOPHILE GAUTIER;3209
28840;9;AV;ALPHONSE XIII;3209
28841;39;RUE;LE MAROIS;3209
28842;77;RUE;BOILEAU;3209
28843;51;RUE;MOLITOR;3209
28844;39;AV;D EYLAU;3209
28845;2;RUE;DEBROUSSE;3209
28846;33;AV;THEOPHILE GAUTIER;3209
28847;28;AV;MOZART;3209
28848;50;RUE;LAURISTON;3209
28849;30;AV;PDT WILSON;3209
28850;25;AV;PIERRE 1ER SERBIE;3209
28851;46;RUE;CHARDON LAGACHE;3209
28852;173;AV;DE VERSAILLES;3209
28853;69;RUE;DE LA FAISANDERIE;3209
28854;21;RUE;FANTIN LATOUR;3209
28855;95;RUE;BOILEAU;3209
28856;40;AV;FOCH;3209
28857;26;RUE;POUSSIN;3209
28858;6;RUE;EUGENE LABICHE;3209
28859;11;RUE;DE LA FAISANDERIE;3209
28860;8;RUE;MASPERO;3209
28861;3;AV;FOCH;3209
28862;171;RUE;DE LA POMPE;3209
28863;26;RUE;JOUVENET;3209
28864;12;RUE;CHERNOVIZ;3209
28865;175;AV;DE VERSAILLES;3209
28866;6;RUE;ROBERT LE COIN;3209
28867;10;RUE;DE CIVRY;3209
28868;19;RUE;DE CIVRY;3209
28869;35;RUE;VITAL;3209
28870;112;QUAI;LOUIS BLERIOT;3209
28871;23;RUE;VAN LOO;3209
28872;42;RUE;CHARDON LAGACHE;3209
28873;15;RUE;DES BELLES FEUILLES;3209
28874;19;RUE;DU GAL DELESTRAINT;3209
28875;54;AV;D IENA;3209
28876;48;RUE;RAFFET;3209
28877;67;BD;SUCHET;3209
28878;91;RUE;BOILEAU;3209
28879;110;AV;MOZART;3209
28880;3;RUE;DE LA POMPE;3209
28881;66;AV;KLEBER;3209
28882;14;RUE;LE MAROIS;3209
28883;17;RUE;PETRARQUE;3209
28884;49;RUE;DE BOULAINVILLIERS;3209
28885;17;RUE;JOUVENET;3209
28886;75;RUE;MICHEL ANGE;3209
28887;77;AV;RAYMOND POINCARE;3209
28888;18;RUE;LALO;3209
28889;21;RUE;POUSSIN;3209
28890;3;RUE;DES EAUX;3209
28891;63;AV;MARCEAU;3209
28892;8;RUE;PAUL VALERY;3209
28893;92;RUE;RAYNOUARD;3209
28894;23;BD;DE BEAUSEJOUR;3209
28895;29;RUE;DAVIOUD;3209
28896;20;BD;SUCHET;3209
28897;24;RUE;CLAUDE LORRAIN;3209
28898;21;RUE;DESBORDES VALMORE;3209
28899;107;RUE;LAURISTON;3209
28900;19;RUE;OCTAVE FEUILLET;3209
28901;130;AV;DE VERSAILLES;3209
28902;22;AV;FOCH;3209
28903;20;RUE;LAURISTON;3209
28904;64;RUE;PERGOLESE;3209
28905;42;AV;GEORGES MANDEL;3209
28906;131;AV;DE MALAKOFF;3209
28907;17;AV;VION WHITCOMB;3209
28908;5;RUE;CHALGRIN;3209
28909;19;RUE;MASSENET;3209
28910;22;AV;DE LAMBALLE;3209
28911;166;AV;DE VERSAILLES;3209
28912;5;RUE;ISABEY;3209
28913;43;RUE;DE CHAILLOT;3209
28914;56;RUE;DE LA POMPE;3209
28915;39;RUE;MOLITOR;3209
28916;11;RUE;RENE BAZIN;3209
28917;117;BD;MURAT;3209
28918;7;RUE;DUBAN;3209
28919;108;RUE;MICHEL ANGE;3209
28920;52;RUE;DOCTEUR BLANCHE;3209
28921;128;RUE;DE LA POMPE;3209
28922;47;RUE;ERLANGER;3209
28923;1;VLA;CHANEZ;3209
28924;78;RUE;MICHEL ANGE;3209
28925;1;VLA;JOCELYN;3209
28926;8;RUE;PAUL DUPUY;3209
28927;126;AV;DE VERSAILLES;3209
28928;103;AV;DE VERSAILLES;3209
28929;42;BD;EXELMANS;3209
28930;50;RUE;JEAN DE LA FONTAINE;3209
28931;15;RUE;D AUTEUIL;3209
28932;2;RUE;AUGUSTE MAQUET;3209
28933;46;RUE;RAFFET;3209
28934;22;RUE;SPONTINI;3209
28935;5;RUE;JOUVENET;3209
28936;127;RUE;DE LA POMPE;3209
28937;14;RUE;WEBER;3209
28938;17;RUE;LAURISTON;3209
28939;19;RUE;DE L YVETTE;3209
28940;56;BD;EXELMANS;3209
28941;73;AV;DE VERSAILLES;3209
28942;7;RUE;LEKAIN;3209
28943;12;RUE;SAINT DIDIER;3209
28944;46;BD;FLANDRIN;3209
28945;31;RUE;RAFFET;3209
28946;77;RUE;DE LA POMPE;3209
28947;116;QUAI;LOUIS BLERIOT;3209
28948;90;RUE;RAYNOUARD;3209
28949;11;RUE;DE MAGDEBOURG;3209
28950;14;RUE;DE MUSSET;3209
28951;1;RUE;EDOUARD FOURNIER;3209
28952;4;VC;HAM BERANGER;3209
28953;37;RUE;SCHEFFER;3209
28954;11;AV;MOZART;3209
28955;1;RUE;JACQUES OFFENBACH;3209
28956;6;RUE;MIRABEAU;3209
28957;35;AV;THEOPHILE GAUTIER;3209
28958;3;RUE;LEONARD DE VINCI;3209
28959;1;RUE;DE MUSSET;3209
